EventName	DeviceIDHash	EventTimestamp	ExpId
CartScreenAppear	4803696345496667929	1564764836	246
MainScreenAppear	8509336224890008992	1564764836	248
MainScreenAppear	2738732108515590818	1564764837	248
OffersScreenAppear	6653592794823360382	1564764837	247
OffersScreenAppear	7547870697425290799	1564764838	248
CartScreenAppear	4730122994399565289	1564764839	248
PaymentScreenSuccessful	4730122994399565289	1564764839	248
MainScreenAppear	8509336224890008992	1564764840	248
MainScreenAppear	4559082052520013938	1564764842	246
CartScreenAppear	7547870697425290799	1564764844	248
PaymentScreenSuccessful	7547870697425290799	1564764844	248
MainScreenAppear	3837018245544075374	1564764844	246
PaymentScreenSuccessful	4730122994399565289	1564764846	248
CartScreenAppear	4730122994399565289	1564764846	248
MainScreenAppear	6210257982556180997	1564764846	246
OffersScreenAppear	8509336224890008992	1564764849	248
MainScreenAppear	6210257982556180997	1564764851	246
MainScreenAppear	2738732108515590818	1564764851	248
MainScreenAppear	142285636359847757	1564764852	248
MainScreenAppear	5586061740495600769	1564764853	247
MainScreenAppear	4803696345496667929	1564764854	246
MainScreenAppear	4559082052520013938	1564764854	246
PaymentScreenSuccessful	3119275309256631097	1564764857	246
MainScreenAppear	3837018245544075374	1564764857	246
OffersScreenAppear	4730122994399565289	1564764857	248
CartScreenAppear	3119275309256631097	1564764858	246
MainScreenAppear	5277340274845032055	1564764858	248
OffersScreenAppear	2679061120940208321	1564764859	248
OffersScreenAppear	7447837304039048449	1564764860	248
MainScreenAppear	142285636359847757	1564764861	248
PaymentScreenSuccessful	7456566936366557834	1564764863	248
CartScreenAppear	7456566936366557834	1564764863	248
PaymentScreenSuccessful	6653592794823360382	1564764867	247
CartScreenAppear	6653592794823360382	1564764868	247
CartScreenAppear	2679061120940208321	1564764868	248
OffersScreenAppear	7456566936366557834	1564764868	248
MainScreenAppear	3837018245544075374	1564764873	246
MainScreenAppear	4803696345496667929	1564764874	246
MainScreenAppear	6210257982556180997	1564764878	246
MainScreenAppear	5563901287895361556	1564764883	248
MainScreenAppear	2663398978989834735	1564764885	247
MainScreenAppear	8180092937158822551	1564764886	246
PaymentScreenSuccessful	5563901287895361556	1564764887	248
CartScreenAppear	5563901287895361556	1564764887	248
MainScreenAppear	5563901287895361556	1564764888	248
OffersScreenAppear	6653592794823360382	1564764890	247
MainScreenAppear	3622365968453229956	1564764892	246
OffersScreenAppear	5563901287895361556	1564764894	248
MainScreenAppear	4559082052520013938	1564764896	246
OffersScreenAppear	4043451913990355083	1564764896	247
MainScreenAppear	8419358778925334550	1564764897	247
OffersScreenAppear	6653592794823360382	1564764898	247
MainScreenAppear	7917108161419089913	1564764900	248
OffersScreenAppear	7917108161419089913	1564764902	248
OffersScreenAppear	4559082052520013938	1564764902	246
OffersScreenAppear	7456566936366557834	1564764906	248
OffersScreenAppear	6653592794823360382	1564764908	247
OffersScreenAppear	7917108161419089913	1564764911	248
OffersScreenAppear	7917108161419089913	1564764914	248
MainScreenAppear	5586061740495600769	1564764914	247
OffersScreenAppear	7917108161419089913	1564764916	248
PaymentScreenSuccessful	4043451913990355083	1564764917	247
OffersScreenAppear	6653592794823360382	1564764918	247
CartScreenAppear	4043451913990355083	1564764918	247
MainScreenAppear	3183093097847087875	1564764921	247
MainScreenAppear	5607559632831245141	1564764922	246
CartScreenAppear	5408209889381861058	1564764923	247
MainScreenAppear	3622365968453229956	1564764924	246
PaymentScreenSuccessful	3183093097847087875	1564764926	247
MainScreenAppear	632174993151005508	1564764926	248
CartScreenAppear	3183093097847087875	1564764926	247
MainScreenAppear	3183093097847087875	1564764927	247
MainScreenAppear	3953525192451049499	1564764930	247
OffersScreenAppear	4559082052520013938	1564764932	246
OffersScreenAppear	3837018245544075374	1564764934	246
CartScreenAppear	5919455581469520954	1564764936	247
PaymentScreenSuccessful	5919455581469520954	1564764936	247
OffersScreenAppear	3183093097847087875	1564764937	247
MainScreenAppear	3346481665024844726	1564764938	246
MainScreenAppear	2886628960044364745	1564764939	247
MainScreenAppear	3346481665024844726	1564764940	246
MainScreenAppear	8805692263185151842	1564764940	248
MainScreenAppear	4896689769034394702	1564764940	246
PaymentScreenSuccessful	3119275309256631097	1564764941	246
OffersScreenAppear	8805692263185151842	1564764942	248
CartScreenAppear	3119275309256631097	1564764942	246
OffersScreenAppear	2886628960044364745	1564764944	247
MainScreenAppear	5024774161308248006	1564764945	248
MainScreenAppear	7364924945835481646	1564764948	246
PaymentScreenSuccessful	3183093097847087875	1564764950	247
CartScreenAppear	3183093097847087875	1564764951	247
MainScreenAppear	8215030345264803518	1564764951	247
MainScreenAppear	8183090552476866419	1564764952	248
MainScreenAppear	632174993151005508	1564764952	248
MainScreenAppear	3346481665024844726	1564764953	246
MainScreenAppear	142285636359847757	1564764953	248
MainScreenAppear	7849380240239082891	1564764957	246
MainScreenAppear	5586061740495600769	1564764959	247
PaymentScreenSuccessful	3119275309256631097	1564764959	246
CartScreenAppear	3119275309256631097	1564764960	246
MainScreenAppear	3953525192451049499	1564764964	247
PaymentScreenSuccessful	448788733913496064	1564764966	248
OffersScreenAppear	8805692263185151842	1564764967	248
CartScreenAppear	448788733913496064	1564764967	248
MainScreenAppear	5024774161308248006	1564764967	248
OffersScreenAppear	448788733913496064	1564764972	248
MainScreenAppear	142285636359847757	1564764974	248
MainScreenAppear	8180092937158822551	1564764979	246
MainScreenAppear	7938688934645933106	1564764986	246
PaymentScreenSuccessful	3119275309256631097	1564764987	246
CartScreenAppear	3119275309256631097	1564764989	246
MainScreenAppear	8183090552476866419	1564764991	248
MainScreenAppear	214508220474797491	1564764991	248
MainScreenAppear	929748430018985920	1564764991	246
MainScreenAppear	3953525192451049499	1564764992	247
MainScreenAppear	3953525192451049499	1564764995	247
PaymentScreenSuccessful	3119275309256631097	1564764995	246
CartScreenAppear	3119275309256631097	1564764996	246
MainScreenAppear	6135618403982890228	1564764998	248
OffersScreenAppear	214508220474797491	1564765003	248
OffersScreenAppear	5022646214748735876	1564765003	247
MainScreenAppear	7938688934645933106	1564765007	246
MainScreenAppear	407430162353834925	1564765014	248
PaymentScreenSuccessful	5022646214748735876	1564765017	247
MainScreenAppear	50002244844355989	1564765018	246
CartScreenAppear	5022646214748735876	1564765018	247
MainScreenAppear	6928487191550725688	1564765019	248
MainScreenAppear	3613025750924969400	1564765024	247
OffersScreenAppear	4730122994399565289	1564765027	248
MainScreenAppear	669579432629749723	1564765029	246
OffersScreenAppear	3613025750924969400	1564765030	247
MainScreenAppear	6708141604972311142	1564765032	248
PaymentScreenSuccessful	7935558698316724759	1564765036	247
CartScreenAppear	7935558698316724759	1564765036	247
CartScreenAppear	6708141604972311142	1564765037	248
MainScreenAppear	6708141604972311142	1564765037	248
MainScreenAppear	4599628364049201812	1564765040	247
OffersScreenAppear	6708141604972311142	1564765044	248
MainScreenAppear	1896899188649483104	1564765046	248
CartScreenAppear	3119275309256631097	1564765048	246
CartScreenAppear	4730122994399565289	1564765048	248
PaymentScreenSuccessful	3119275309256631097	1564765049	246
MainScreenAppear	142285636359847757	1564765050	248
MainScreenAppear	929748430018985920	1564765054	246
MainScreenAppear	7849380240239082891	1564765061	246
MainScreenAppear	5022646214748735876	1564765068	247
MainScreenAppear	7943407819674836736	1564765068	246
PaymentScreenSuccessful	7943407819674836736	1564765070	246
MainScreenAppear	7849380240239082891	1564765070	246
CartScreenAppear	7943407819674836736	1564765071	246
MainScreenAppear	7943407819674836736	1564765071	246
MainScreenAppear	7849380240239082891	1564765072	246
CartScreenAppear	7849380240239082891	1564765072	246
OffersScreenAppear	7943407819674836736	1564765076	246
OffersScreenAppear	7849380240239082891	1564765076	246
PaymentScreenSuccessful	3119275309256631097	1564765077	246
CartScreenAppear	3119275309256631097	1564765077	246
MainScreenAppear	8016488060866860105	1564765080	247
MainScreenAppear	9018979925593364699	1564765082	247
MainScreenAppear	2663665921489997727	1564765083	246
MainScreenAppear	8183090552476866419	1564765084	248
OffersScreenAppear	2663665921489997727	1564765090	246
MainScreenAppear	4591102592416304430	1564765098	248
MainScreenAppear	3758943196014692204	1564765100	246
MainScreenAppear	4416515791502834963	1564765101	246
PaymentScreenSuccessful	4416515791502834963	1564765107	246
MainScreenAppear	4416515791502834963	1564765107	246
CartScreenAppear	4416515791502834963	1564765107	246
MainScreenAppear	8183090552476866419	1564765109	248
OffersScreenAppear	2088404636236716254	1564765110	248
MainScreenAppear	8016488060866860105	1564765111	247
MainScreenAppear	3851869597352455588	1564765111	248
PaymentScreenSuccessful	3851869597352455588	1564765112	248
MainScreenAppear	3851869597352455588	1564765113	248
CartScreenAppear	3851869597352455588	1564765113	248
OffersScreenAppear	4416515791502834963	1564765114	246
MainScreenAppear	4804818939100748091	1564765123	246
PaymentScreenSuccessful	4416515791502834963	1564765126	246
CartScreenAppear	4416515791502834963	1564765127	246
MainScreenAppear	5793836960337731722	1564765131	248
MainScreenAppear	5022646214748735876	1564765131	247
MainScreenAppear	8183090552476866419	1564765132	248
MainScreenAppear	7938688934645933106	1564765133	246
PaymentScreenSuccessful	5793836960337731722	1564765135	248
MainScreenAppear	5793836960337731722	1564765135	248
CartScreenAppear	5793836960337731722	1564765135	248
OffersScreenAppear	3851869597352455588	1564765136	248
PaymentScreenSuccessful	4416515791502834963	1564765138	246
CartScreenAppear	4416515791502834963	1564765139	246
OffersScreenAppear	5793836960337731722	1564765139	248
OffersScreenAppear	2663665921489997727	1564765141	246
PaymentScreenSuccessful	5793836960337731722	1564765146	248
CartScreenAppear	5793836960337731722	1564765146	248
OffersScreenAppear	50955739939045762	1564765147	248
CartScreenAppear	3119275309256631097	1564765149	246
PaymentScreenSuccessful	3119275309256631097	1564765149	246
OffersScreenAppear	2663665921489997727	1564765150	246
MainScreenAppear	5967316131656215404	1564765150	248
MainScreenAppear	7938688934645933106	1564765152	246
CartScreenAppear	5793836960337731722	1564765152	248
MainScreenAppear	8183090552476866419	1564765154	248
OffersScreenAppear	5967316131656215404	1564765155	248
MainScreenAppear	1605308585437589184	1564765157	248
MainScreenAppear	8973457427448158920	1564765162	248
MainScreenAppear	1605308585437589184	1564765166	248
MainScreenAppear	5022646214748735876	1564765168	247
PaymentScreenSuccessful	3119275309256631097	1564765170	246
CartScreenAppear	3119275309256631097	1564765170	246
OffersScreenAppear	1158644344098364192	1564765172	248
OffersScreenAppear	2000598507466078035	1564765173	246
MainScreenAppear	7938688934645933106	1564765174	246
MainScreenAppear	434103746454591587	1564765175	248
PaymentScreenSuccessful	3119275309256631097	1564765178	246
MainScreenAppear	4599628364049201812	1564765179	247
CartScreenAppear	3119275309256631097	1564765179	246
PaymentScreenSuccessful	3119275309256631097	1564765183	246
CartScreenAppear	3119275309256631097	1564765185	246
MainScreenAppear	8295796382860759565	1564765187	247
MainScreenAppear	3972205260967964836	1564765191	247
MainScreenAppear	4004023064209227724	1564765194	248
MainScreenAppear	6567588976245816164	1564765195	247
MainScreenAppear	3972205260967964836	1564765197	247
MainScreenAppear	8016488060866860105	1564765201	247
CartScreenAppear	3119275309256631097	1564765203	246
MainScreenAppear	489834326588358430	1564765204	246
CartScreenAppear	2000598507466078035	1564765207	246
MainScreenAppear	3972205260967964836	1564765211	247
MainScreenAppear	3619349313828989205	1564765213	248
MainScreenAppear	3972205260967964836	1564765214	247
OffersScreenAppear	8973457427448158920	1564765214	248
MainScreenAppear	4896689769034394702	1564765218	246
MainScreenAppear	6567588976245816164	1564765218	247
MainScreenAppear	2000598507466078035	1564765219	246
MainScreenAppear	4004023064209227724	1564765219	248
OffersScreenAppear	3837018245544075374	1564765224	246
CartScreenAppear	3619349313828989205	1564765225	248
MainScreenAppear	3619349313828989205	1564765225	248
MainScreenAppear	4004023064209227724	1564765226	248
MainScreenAppear	2344453455548761290	1564765227	248
PaymentScreenSuccessful	4896689769034394702	1564765228	246
OffersScreenAppear	3619349313828989205	1564765229	248
CartScreenAppear	4896689769034394702	1564765229	246
MainScreenAppear	296264410218333921	1564765230	248
PaymentScreenSuccessful	296264410218333921	1564765231	248
CartScreenAppear	296264410218333921	1564765231	248
MainScreenAppear	296264410218333921	1564765231	248
OffersScreenAppear	2344453455548761290	1564765234	248
OffersScreenAppear	7773551664554459042	1564765235	246
OffersScreenAppear	296264410218333921	1564765237	248
MainScreenAppear	2355141685730539477	1564765246	247
PaymentScreenSuccessful	3619349313828989205	1564765250	248
MainScreenAppear	6567588976245816164	1564765250	247
CartScreenAppear	3619349313828989205	1564765251	248
OffersScreenAppear	7259191060769160805	1564765252	247
MainScreenAppear	6567588976245816164	1564765254	247
CartScreenAppear	2000598507466078035	1564765261	246
OffersScreenAppear	7259191060769160805	1564765261	247
MainScreenAppear	3978977709753461804	1564765262	247
OffersScreenAppear	1767034088261127594	1564765268	246
OffersScreenAppear	7773551664554459042	1564765268	246
MainScreenAppear	3188511113693568613	1564765269	247
MainScreenAppear	6117045252034262016	1564765269	247
MainScreenAppear	8105802986983082152	1564765269	246
CartScreenAppear	3119275309256631097	1564765271	246
MainScreenAppear	2000598507466078035	1564765271	246
MainScreenAppear	2000598507466078035	1564765273	246
PaymentScreenSuccessful	2000598507466078035	1564765273	246
CartScreenAppear	2000598507466078035	1564765273	246
MainScreenAppear	6567588976245816164	1564765277	247
CartScreenAppear	3119275309256631097	1564765277	246
MainScreenAppear	34565258828294726	1564765278	248
OffersScreenAppear	2000598507466078035	1564765278	246
CartScreenAppear	3188511113693568613	1564765280	247
MainScreenAppear	8575128513238673680	1564765283	247
OffersScreenAppear	7773551664554459042	1564765285	246
MainScreenAppear	3119275309256631097	1564765288	246
PaymentScreenSuccessful	296264410218333921	1564765292	248
MainScreenAppear	9212420551954885212	1564765292	248
MainScreenAppear	7664441767976025237	1564765292	246
CartScreenAppear	296264410218333921	1564765293	248
CartScreenAppear	7664441767976025237	1564765293	246
PaymentScreenSuccessful	7664441767976025237	1564765293	246
MainScreenAppear	7664441767976025237	1564765294	246
MainScreenAppear	3188511113693568613	1564765296	247
CartScreenAppear	9212420551954885212	1564765298	248
MainScreenAppear	9212420551954885212	1564765298	248
PaymentScreenSuccessful	9212420551954885212	1564765298	248
PaymentScreenSuccessful	3188511113693568613	1564765299	247
CartScreenAppear	3188511113693568613	1564765299	247
MainScreenAppear	3188511113693568613	1564765300	247
OffersScreenAppear	7773551664554459042	1564765302	246
MainScreenAppear	6567588976245816164	1564765303	247
OffersScreenAppear	7664441767976025237	1564765303	246
OffersScreenAppear	3119275309256631097	1564765305	246
OffersScreenAppear	3188511113693568613	1564765306	247
OffersScreenAppear	9212420551954885212	1564765309	248
MainScreenAppear	6135618403982890228	1564765310	248
MainScreenAppear	7020245818982510735	1564765312	248
OffersScreenAppear	3119275309256631097	1564765314	246
OffersScreenAppear	4891397824124625593	1564765320	247
Tutorial	8874849506441254133	1564765328	247
MainScreenAppear	8981353384232386376	1564765330	247
OffersScreenAppear	8981353384232386376	1564765334	247
MainScreenAppear	3978977709753461804	1564765343	247
MainScreenAppear	2663398978989834735	1564765344	247
MainScreenAppear	6555247999328316726	1564765346	246
OffersScreenAppear	7773551664554459042	1564765353	246
MainScreenAppear	8874849506441254133	1564765353	247
PaymentScreenSuccessful	6555247999328316726	1564765356	246
CartScreenAppear	6555247999328316726	1564765357	246
MainScreenAppear	6555247999328316726	1564765357	246
MainScreenAppear	2663398978989834735	1564765367	247
PaymentScreenSuccessful	2663398978989834735	1564765367	247
CartScreenAppear	2663398978989834735	1564765367	247
MainScreenAppear	8973457427448158920	1564765375	248
OffersScreenAppear	6555247999328316726	1564765375	246
MainScreenAppear	8105802986983082152	1564765378	246
MainScreenAppear	6135618403982890228	1564765378	248
MainScreenAppear	7233844817118113370	1564765388	247
MainScreenAppear	8183090552476866419	1564765391	248
MainScreenAppear	5803300680724535740	1564765394	248
OffersScreenAppear	6752579264606989757	1564765398	247
MainScreenAppear	8973457427448158920	1564765401	248
OffersScreenAppear	8874849506441254133	1564765401	247
MainScreenAppear	3758943196014692204	1564765411	246
MainScreenAppear	5803300680724535740	1564765418	248
MainScreenAppear	8183090552476866419	1564765419	248
OffersScreenAppear	2919742808558321493	1564765421	246
PaymentScreenSuccessful	6845357864194750572	1564765422	248
CartScreenAppear	6845357864194750572	1564765422	248
PaymentScreenSuccessful	2919742808558321493	1564765426	246
CartScreenAppear	2919742808558321493	1564765427	246
OffersScreenAppear	6845357864194750572	1564765428	248
MainScreenAppear	1442018651382992011	1564765430	246
MainScreenAppear	8973457427448158920	1564765432	248
MainScreenAppear	3758943196014692204	1564765434	246
PaymentScreenSuccessful	1442018651382992011	1564765435	246
MainScreenAppear	1442018651382992011	1564765435	246
CartScreenAppear	1442018651382992011	1564765435	246
OffersScreenAppear	1442018651382992011	1564765439	246
PaymentScreenSuccessful	6845357864194750572	1564765439	248
MainScreenAppear	8420911729771828510	1564765440	247
CartScreenAppear	6845357864194750572	1564765440	248
MainScreenAppear	6560077476341003453	1564765444	248
CartScreenAppear	6845357864194750572	1564765446	248
PaymentScreenSuccessful	6845357864194750572	1564765446	248
MainScreenAppear	6560077476341003453	1564765449	248
MainScreenAppear	6932939296614964986	1564765449	248
CartScreenAppear	6560077476341003453	1564765449	248
PaymentScreenSuccessful	6560077476341003453	1564765449	248
MainScreenAppear	6752579264606989757	1564765455	247
MainScreenAppear	3367902543095826446	1564765456	246
CartScreenAppear	3367902543095826446	1564765458	246
PaymentScreenSuccessful	3367902543095826446	1564765458	246
MainScreenAppear	3367902543095826446	1564765458	246
MainScreenAppear	5607559632831245141	1564765459	246
CartScreenAppear	6560077476341003453	1564765459	248
OffersScreenAppear	6560077476341003453	1564765459	248
PaymentScreenSuccessful	6560077476341003453	1564765459	248
MainScreenAppear	1605308585437589184	1564765461	248
OffersScreenAppear	3367902543095826446	1564765461	246
MainScreenAppear	5607559632831245141	1564765468	246
MainScreenAppear	8981353384232386376	1564765475	247
MainScreenAppear	6135618403982890228	1564765482	248
MainScreenAppear	8105802986983082152	1564765483	246
MainScreenAppear	6135618403982890228	1564765484	248
OffersScreenAppear	5359844283694947197	1564765489	247
OffersScreenAppear	6233671638245755592	1564765489	248
MainScreenAppear	1605308585437589184	1564765493	248
MainScreenAppear	5472652989186125152	1564765494	246
MainScreenAppear	4780323617589487718	1564765495	248
MainScreenAppear	7873176168522846158	1564765500	246
OffersScreenAppear	7888067827493510326	1564765500	246
PaymentScreenSuccessful	6233671638245755592	1564765500	248
CartScreenAppear	6233671638245755592	1564765501	248
MainScreenAppear	6932939296614964986	1564765502	248
OffersScreenAppear	8874849506441254133	1564765506	247
MainScreenAppear	7156339135998548294	1564765506	247
MainScreenAppear	7873176168522846158	1564765508	246
MainScreenAppear	7729206016556695341	1564765509	246
MainScreenAppear	6699766949326317433	1564765509	246
CartScreenAppear	7729206016556695341	1564765510	246
PaymentScreenSuccessful	7729206016556695341	1564765510	246
MainScreenAppear	7729206016556695341	1564765511	246
OffersScreenAppear	8874849506441254133	1564765512	247
CartScreenAppear	6233671638245755592	1564765512	248
PaymentScreenSuccessful	6233671638245755592	1564765512	248
OffersScreenAppear	214508220474797491	1564765515	248
OffersScreenAppear	6699766949326317433	1564765516	246
OffersScreenAppear	2919742808558321493	1564765520	246
MainScreenAppear	8313422482064229329	1564765521	247
OffersScreenAppear	7729206016556695341	1564765521	246
MainScreenAppear	7775173480987123341	1564765522	246
OffersScreenAppear	7849380240239082891	1564765525	246
OffersScreenAppear	8874849506441254133	1564765526	247
PaymentScreenSuccessful	7775173480987123341	1564765527	246
CartScreenAppear	7775173480987123341	1564765527	246
OffersScreenAppear	6752579264606989757	1564765529	247
MainScreenAppear	9070154092758386922	1564765543	246
MainScreenAppear	1710404069179158243	1564765544	246
OffersScreenAppear	1710404069179158243	1564765545	246
OffersScreenAppear	9070154092758386922	1564765547	246
MainScreenAppear	5530821733261873312	1564765553	248
CartScreenAppear	9070154092758386922	1564765553	246
MainScreenAppear	1414726611892308127	1564765556	247
PaymentScreenSuccessful	5530821733261873312	1564765561	248
CartScreenAppear	5530821733261873312	1564765562	248
OffersScreenAppear	5530821733261873312	1564765562	248
OffersScreenAppear	9070154092758386922	1564765563	246
MainScreenAppear	7878253570769883982	1564765574	247
MainScreenAppear	4435879673000792272	1564765574	246
MainScreenAppear	1414726611892308127	1564765575	247
MainScreenAppear	1975349697076725883	1564765575	248
PaymentScreenSuccessful	5530821733261873312	1564765575	248
CartScreenAppear	5530821733261873312	1564765576	248
OffersScreenAppear	4435879673000792272	1564765578	246
MainScreenAppear	1605308585437589184	1564765578	248
OffersScreenAppear	7878253570769883982	1564765579	247
MainScreenAppear	6952776749602072797	1564765584	248
MainScreenAppear	1414726611892308127	1564765585	247
MainScreenAppear	8183090552476866419	1564765587	248
OffersScreenAppear	6952776749602072797	1564765587	248
PaymentScreenSuccessful	5530821733261873312	1564765589	248
CartScreenAppear	5530821733261873312	1564765590	248
OffersScreenAppear	6699766949326317433	1564765591	246
CartScreenAppear	8874849506441254133	1564765593	247
OffersScreenAppear	6952776749602072797	1564765593	248
MainScreenAppear	7156339135998548294	1564765595	247
PaymentScreenSuccessful	5530821733261873312	1564765600	248
MainScreenAppear	1605308585437589184	1564765600	248
CartScreenAppear	5530821733261873312	1564765600	248
OffersScreenAppear	6752579264606989757	1564765610	247
MainScreenAppear	8105802986983082152	1564765610	246
OffersScreenAppear	5530821733261873312	1564765613	248
OffersScreenAppear	2370096028522541720	1564765614	246
OffersScreenAppear	4435879673000792272	1564765615	246
PaymentScreenSuccessful	8874849506441254133	1564765615	247
CartScreenAppear	8874849506441254133	1564765616	247
MainScreenAppear	6075320301699028338	1564765623	247
OffersScreenAppear	4435879673000792272	1564765623	246
MainScreenAppear	1414726611892308127	1564765623	247
MainScreenAppear	3198863056321683492	1564765625	248
MainScreenAppear	1558759113021351652	1564765627	246
CartScreenAppear	3198863056321683492	1564765629	248
MainScreenAppear	3198863056321683492	1564765629	248
OffersScreenAppear	7878253570769883982	1564765632	247
OffersScreenAppear	3198863056321683492	1564765636	248
MainScreenAppear	8540811162439173094	1564765638	246
MainScreenAppear	1558759113021351652	1564765646	246
CartScreenAppear	8540811162439173094	1564765648	246
OffersScreenAppear	8540811162439173094	1564765667	246
OffersScreenAppear	5530821733261873312	1564765672	248
MainScreenAppear	8927872384381504327	1564765673	248
MainScreenAppear	8459733975219661242	1564765675	248
PaymentScreenSuccessful	8459733975219661242	1564765678	248
MainScreenAppear	2380122902375934285	1564765678	248
CartScreenAppear	8459733975219661242	1564765679	248
MainScreenAppear	4020791024033346072	1564765679	247
MainScreenAppear	1368271836044625883	1564765680	247
PaymentScreenSuccessful	9070154092758386922	1564765681	246
MainScreenAppear	7917934912290877422	1564765683	247
MainScreenAppear	8459733975219661242	1564765683	248
PaymentScreenSuccessful	8459733975219661242	1564765689	248
OffersScreenAppear	8459733975219661242	1564765689	248
CartScreenAppear	8459733975219661242	1564765690	248
MainScreenAppear	1414726611892308127	1564765692	247
MainScreenAppear	1605308585437589184	1564765693	248
MainScreenAppear	9070154092758386922	1564765693	246
PaymentScreenSuccessful	8459733975219661242	1564765696	248
OffersScreenAppear	9070154092758386922	1564765697	246
MainScreenAppear	5350532170097222952	1564765697	248
CartScreenAppear	8459733975219661242	1564765697	248
MainScreenAppear	2768580714092136945	1564765699	247
OffersScreenAppear	8459733975219661242	1564765700	248
OffersScreenAppear	2768580714092136945	1564765703	247
PaymentScreenSuccessful	5350532170097222952	1564765705	248
MainScreenAppear	5350532170097222952	1564765706	248
CartScreenAppear	5350532170097222952	1564765706	248
MainScreenAppear	5472652989186125152	1564765708	246
OffersScreenAppear	2768580714092136945	1564765708	247
MainScreenAppear	4004591705931404182	1564765710	247
MainScreenAppear	6300044258834535579	1564765714	248
OffersScreenAppear	5350532170097222952	1564765715	248
MainScreenAppear	7759376189177788298	1564765718	247
OffersScreenAppear	6300044258834535579	1564765718	248
CartScreenAppear	8540811162439173094	1564765726	246
PaymentScreenSuccessful	6300044258834535579	1564765726	248
CartScreenAppear	6300044258834535579	1564765726	248
OffersScreenAppear	7759376189177788298	1564765726	247
MainScreenAppear	623940637775064759	1564765726	246
MainScreenAppear	8386396697745843793	1564765730	248
OffersScreenAppear	9070154092758386922	1564765733	246
OffersScreenAppear	991695701146865602	1564765735	247
MainScreenAppear	422635451750847294	1564765736	247
PaymentScreenSuccessful	5350532170097222952	1564765737	248
PaymentScreenSuccessful	8386396697745843793	1564765737	248
CartScreenAppear	8386396697745843793	1564765737	248
CartScreenAppear	5350532170097222952	1564765737	248
MainScreenAppear	8386396697745843793	1564765738	248
PaymentScreenSuccessful	422635451750847294	1564765740	247
CartScreenAppear	422635451750847294	1564765741	247
MainScreenAppear	6227297080395755491	1564765741	246
MainScreenAppear	5607559632831245141	1564765742	246
OffersScreenAppear	422635451750847294	1564765742	247
CartScreenAppear	991695701146865602	1564765745	247
PaymentScreenSuccessful	991695701146865602	1564765745	247
OffersScreenAppear	623940637775064759	1564765745	246
MainScreenAppear	1524322915255226164	1564765746	247
MainScreenAppear	756287168022113615	1564765746	248
OffersScreenAppear	8386396697745843793	1564765748	248
PaymentScreenSuccessful	1524322915255226164	1564765749	247
MainScreenAppear	8540811162439173094	1564765749	246
MainScreenAppear	3371952072282142471	1564765749	247
CartScreenAppear	1524322915255226164	1564765749	247
MainScreenAppear	1524322915255226164	1564765750	247
PaymentScreenSuccessful	5350532170097222952	1564765753	248
CartScreenAppear	5350532170097222952	1564765754	248
OffersScreenAppear	1524322915255226164	1564765755	247
MainScreenAppear	1633561929294530840	1564765756	247
OffersScreenAppear	623940637775064759	1564765764	246
MainScreenAppear	4020791024033346072	1564765765	247
MainScreenAppear	623940637775064759	1564765768	246
MainScreenAppear	5441176224935228506	1564765769	246
MainScreenAppear	623940637775064759	1564765771	246
CartScreenAppear	5441176224935228506	1564765777	246
OffersScreenAppear	9070154092758386922	1564765778	246
MainScreenAppear	3665165887366323546	1564765779	247
PaymentScreenSuccessful	5441176224935228506	1564765783	246
MainScreenAppear	2690337287291543497	1564765784	248
OffersScreenAppear	8540811162439173094	1564765785	246
MainScreenAppear	4623191541214045580	1564765785	247
PaymentScreenSuccessful	5350532170097222952	1564765787	248
CartScreenAppear	5350532170097222952	1564765788	248
OffersScreenAppear	2690337287291543497	1564765792	248
OffersScreenAppear	4623191541214045580	1564765792	247
MainScreenAppear	4020791024033346072	1564765797	247
MainScreenAppear	5837760886918767127	1564765800	247
MainScreenAppear	3604029279993593662	1564765800	248
MainScreenAppear	1558759113021351652	1564765804	246
CartScreenAppear	5441176224935228506	1564765804	246
OffersScreenAppear	5441176224935228506	1564765809	246
OffersScreenAppear	8540811162439173094	1564765809	246
MainScreenAppear	5277340274845032055	1564765810	248
MainScreenAppear	756287168022113615	1564765811	248
CartScreenAppear	3604029279993593662	1564765814	248
OffersScreenAppear	8540811162439173094	1564765816	246
CartScreenAppear	3604029279993593662	1564765827	248
MainScreenAppear	3604029279993593662	1564765828	248
OffersScreenAppear	8540811162439173094	1564765830	246
OffersScreenAppear	3604029279993593662	1564765834	248
MainScreenAppear	756287168022113615	1564765845	248
MainScreenAppear	3123437749942081127	1564765846	247
MainScreenAppear	5229230634268921313	1564765847	247
MainScreenAppear	2768580714092136945	1564765859	247
OffersScreenAppear	2768580714092136945	1564765861	247
OffersScreenAppear	2690337287291543497	1564765864	248
MainScreenAppear	1558759113021351652	1564765865	246
MainScreenAppear	2690337287291543497	1564765868	248
MainScreenAppear	6932939296614964986	1564765880	248
MainScreenAppear	1750006600386297037	1564765881	248
MainScreenAppear	1919591492325133460	1564765883	246
MainScreenAppear	1558759113021351652	1564765887	246
MainScreenAppear	6623375022253937904	1564765889	247
MainScreenAppear	8118046800480174342	1564765890	246
MainScreenAppear	3123437749942081127	1564765900	247
OffersScreenAppear	5746969938801999050	1564765905	246
